english,coptic,dialect,source,quality
"but whoever may blaspheme against the Holy Spirit never has forgiveness, but is guilty of an eternal sin'",ⲡⲉⲧⲛⲁϫⲓⲟⲩⲁ ⲇⲉ ⲉⲡⲉⲡⲛⲉⲩⲙⲁ ⲉⲧⲟⲩⲁⲁⲃ ⲙⲙⲛⲧϥ ⲕⲱ ⲉⲃⲟⲗ ϣⲁⲉⲛⲉϩ ⲁⲗⲗⲁ ϥϭⲏⲡ ⲉⲩⲛⲟⲃⲉ ϣⲁⲉⲛⲉϩ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_03_s0029 (CC BY 4.0),gold
"--because they said, 'He has an unclean spirit.'",ⲉⲃⲟⲗ ϫⲉⲥⲉϫⲱ ⲙⲙⲟⲥ ϫⲉⲟⲩⲡⲛⲉⲩⲙⲁ ⲛⲁⲕⲁⲑⲁⲣⲧⲟⲛ ⲛⲙⲙⲁϥ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_03_s0030 (CC BY 4.0),gold
"His mother and his brothers came, and standing outside, they sent to him, calling him.",ⲁⲩⲱ ⲁⲩⲉⲓ ⲛϭⲓⲧⲉϥⲙⲁⲁⲩ ⲙⲛⲛⲉϥⲥⲛⲏⲩ ⲁⲩⲁϩⲉⲣⲁⲧⲟⲩ ϩⲓⲃⲟⲗ ⲁⲩⲱ ⲁⲩϫⲟⲟⲩ ⲛⲁϥ ⲉϩⲟⲩⲛ ⲉⲩⲙⲟⲩⲧⲉ ⲉⲣⲟϥ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_03_s0031 (CC BY 4.0),gold
"A multitude was sitting around him, and they told him, 'Behold, your mother, your brothers, and your sisters are outside looking for you.'",ⲁⲩⲱ ⲛⲉϥϩⲙⲟⲟⲥ ϩⲙⲡⲉϥⲕⲱⲧⲉ ⲛϭⲓⲟⲩⲙⲏⲏϣⲉ ⲡⲉϫⲁⲩ ⲇⲉ ⲛⲁⲩ ϫⲉⲉⲓⲥⲧⲉⲕⲙⲁⲁⲩ ⲙⲛⲛⲉⲕⲥⲛⲏⲩ ⲥⲉⲕⲱⲧⲉ ⲛⲥⲱⲕ ϩⲓⲃⲟⲗ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_03_s0032 (CC BY 4.0),gold
"He answered them, 'Who are my mother and my brothers?'",ⲁϥⲟⲩⲱϣⲃ ⲇⲉ ⲉϥϫⲱ ⲙⲙⲟⲥ ⲛⲁⲩ ϫⲉ ⲛⲓⲙⲧⲉ ⲧⲁⲙⲁⲁⲩ ⲁⲩⲱ ⲛⲓⲙⲛⲉ ⲛⲁⲥⲛⲏⲩ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_03_s0033 (CC BY 4.0),gold
"Looking around at those who sat around him, he said, 'Behold, my mother and my brothers!",ⲁϥϭⲱϣⲧ ⲉⲛⲉⲧⲙⲡⲉϥⲕⲱⲧⲉ ⲉⲧϩⲙⲟⲟⲥ ϩⲁϩⲧⲏϥ . ⲡⲉϫⲁϥ ϫⲉⲉⲓⲥⲧⲁⲙⲁⲁⲩ ⲁⲩⲱ ⲛⲁⲥⲛⲏⲩ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_03_s0034 (CC BY 4.0),gold
"For whoever does the will of God, the same is my brother, and my sister, and mother.'",ⲡⲉⲧⲛⲁⲉⲓⲣⲉ ⲅⲁⲣ ⲙⲡⲟⲩⲱϣ ⲙⲡⲛⲟⲩⲧⲉ . ⲡⲁⲓⲡⲉ ⲡⲁⲥⲟⲛ ⲁⲩⲱ ⲧⲁⲥⲱⲛⲉ ⲁⲩⲱ ⲧⲁⲙⲁⲁⲩ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_03_s0035 (CC BY 4.0),gold
"Again he began to teach by the seaside. A great multitude was gathered to him, so that he entered into a boat in the sea, and sat down. All the multitude were on the land by the sea.",ⲁϥⲁⲣⲭⲉⲥⲑⲁⲓ ⲟⲛ ⲉϯⲥⲃⲱ ϩⲁⲧⲉⲑⲁⲗⲁⲥⲥⲁ . ⲁⲩⲱ ⲁⲩⲛⲟϭ ⲙⲙⲏⲏϣⲉ ⲥⲱⲟⲩϩ ⲉⲣⲟϥ ϩⲱⲥⲧⲉ ⲉⲧⲣⲉϥⲁⲗⲉ ⲉⲡϫⲟⲉⲓ ⲛϥϩⲙⲟⲟⲥ ϩⲛⲧⲉⲑⲁⲗⲁⲥⲥⲁ . ⲁⲩⲱ ⲡⲙⲏⲏϣⲉ ⲧⲏⲣϥ ⲛⲉϥⲁϩⲉⲣⲁⲧϥ ϩⲓⲡⲉⲕⲣⲟ ⲛⲧⲉⲑⲁⲗⲁⲥⲥⲁ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0001 (CC BY 4.0),gold
"He taught them many things in parables, and told them in his teaching,",ⲁϥϯⲥⲃⲱ ⲇⲉ ⲛⲁⲩ ⲉⲙⲁⲧⲉ ϩⲛϩⲉⲛⲡⲁⲣⲁⲃⲟⲗⲏ ⲁⲩⲱ ⲛⲉϥϫⲱ ⲙⲙⲟⲥ ⲛⲁⲩ ϩⲛⲧⲉϥⲥⲃⲱ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0002 (CC BY 4.0),gold
"Listen! Behold, the farmer went out to sow,",ϫⲉⲥⲱⲧⲙ ⲉⲓⲥ ϩⲏⲏⲧⲉ ⲁϥⲉⲓ ⲉⲃⲟⲗ ⲛϭⲓⲡⲉⲧϫⲟ ⲉⲧϫⲟ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0003 (CC BY 4.0),gold
"and it happened, as he sowed, some seed fell by the road, and the birds came and devoured it.",ⲁⲩⲱ ⲛⲧⲉⲣⲉϥϫⲟ ⲟⲩⲁ ⲙⲉⲛ ⲁϥϩⲉ ϩⲁⲧⲉⲧⲉϩⲓⲏ ⲁⲩⲱ ⲁⲩⲉⲓ ⲛϭⲓⲛϩⲁⲗⲁⲧⲉ ⲁⲩⲟⲙⲟⲩ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0004 (CC BY 4.0),gold
"Others fell on the rocky ground, where it had little soil, and immediately it sprang up, because it had no depth of soil.",ⲕⲉⲩⲁ ⲇⲉ ⲁϥϩⲉ ⲉϩⲣⲁⲓ ⲉϫⲛⲧⲡⲉⲧⲣⲁ ⲡⲙⲁ ⲉⲧⲉⲙⲙⲛϩⲁϩ ⲛⲕⲁϩ ⲛϩⲏⲧϥ ⲁⲩⲱ ⲛⲧⲉⲩⲛⲟⲩ ⲁⲩϯⲟⲩⲱ ⲉϩⲣⲁⲓ ⲉⲧⲃⲉϫⲉⲙⲛϩⲁϩ ⲛⲕⲁϩ ϩⲁⲣⲟⲟⲩ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0005 (CC BY 4.0),gold
"When the sun had risen, it was scorched; and because it had no root, it withered away.",ⲁⲩⲱ ⲛⲧⲉⲣⲉⲡⲣⲏ ϣⲁ ⲁⲩϩⲱϭⲃ ⲁⲩⲱ ⲉⲧⲃⲉϫⲉⲙⲡⲟⲩϫⲉⲛⲟⲩⲛⲉ ⲉⲃⲟⲗ ⲁⲩϣⲟⲟⲩⲉ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0006 (CC BY 4.0),gold
"Others fell among the thorns, and the thorns grew up, and choked it, and it yielded no fruit.",ⲕⲉⲩⲁ ⲁϥϩⲉ ⲉϩⲣⲁⲓ ⲉϫⲛⲛϣⲟⲛⲧⲉ ⲁⲩⲱ ⲁⲩⲉⲓ ⲉϩⲣⲁⲓ ⲛϭⲓⲛϣⲟⲛⲧⲉ ⲁⲩⲟϭⲧⲟⲩ ⲁⲩⲱ ⲙⲡⲟⲩϯⲕⲁⲣⲡⲟⲥ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0007 (CC BY 4.0),gold
"Others fell into the good ground, and yielded fruit, growing up and increasing. Some brought forth thirty times, some sixty times, and some one hundred times as much.'",ϩⲉⲛⲕⲟⲟⲩⲉ ⲁⲩϩⲉ ⲉϫⲙⲡⲕⲁϩ ⲉⲧⲛⲁⲛⲟⲩϥ ⲁⲩⲱ ⲁⲩⲉⲓ ⲉϩⲣⲁⲓ ⲁⲩⲁⲩⲝⲁⲛⲉ ⲁⲩϯⲕⲁⲣⲡⲟⲥ ⲉⲙⲁⲁⲃ ⲁⲩⲱ ⲉⲥⲉ ⲁⲩⲱ ⲉϣⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0008 (CC BY 4.0),gold
"He said, 'Whoever has ears to hear, let him hear.'",ⲛⲉϥϫⲱ ⲇⲉ ⲙⲙⲟⲥ ⲛⲁⲩ ϫⲉⲡⲉⲧⲉⲩⲛⲧϥⲙⲁⲁϫⲉ ⲙⲙⲁⲩ ⲉⲥⲱⲧⲙ ⲙⲁⲣⲉϥⲥⲱⲧⲙ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0009 (CC BY 4.0),gold
"When he was alone, those who were around him with the twelve asked him about the parables.",ⲛⲧⲉⲣⲉϥⲕⲁ ⲡⲙⲏⲏϣⲉ ⲇⲉ ⲁⲩϫⲛⲟⲩϥ ⲛϭⲓⲛⲉⲧⲛⲙⲙⲁϥ ⲛⲙⲡⲙⲛⲧⲥⲛⲟⲟⲩⲥ ⲉⲛⲡⲁⲣⲁⲃⲟⲗⲏ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0010 (CC BY 4.0),gold
"He said to them, 'To you is given the mystery of the Kingdom of God, but to those who are outside, all things are done in parables,",ⲡⲉϫⲁϥ ⲛⲁⲩ . ϫⲉⲛⲧⲱⲧⲛ ⲛⲧⲁⲩϯ ⲛⲏⲧⲛ ⲙⲡⲙⲩⲥⲧⲏⲣⲓⲟⲛ ⲛⲧⲙⲛⲧⲣⲣⲟ ⲙⲡⲛⲟⲩⲧⲉ ⲛⲏ ⲇⲉ ⲉⲧϩⲓⲃⲟⲗ ⲉⲩⲛⲁϫⲓϩⲱⲃ ⲛⲓⲙ ⲉⲣⲟⲟⲩ ϩⲛϩⲉⲛⲡⲁⲣⲁⲃⲟⲗⲏ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0011 (CC BY 4.0),gold
"that 'seeing they may see, and not perceive; and hearing they may hear, and not understand; lest perhaps they should turn again, and their sins should be forgiven them.''",ϫⲉⲕⲁⲁⲥ ⲉⲩⲛⲁⲩ ⲉⲩⲉⲛⲁⲩ ⲁⲩⲱ ⲛⲥⲉⲧⲙⲛⲁⲩ ⲁⲩⲱ ⲉⲩⲥⲱⲧⲙ ⲉⲩⲉⲥⲱⲧⲙ ⲛⲥⲉⲧⲙⲛⲟⲉⲓ . ⲙⲏⲡⲱⲥ ⲛⲥⲉⲕⲟⲧⲟⲩ ⲛⲥⲉⲕⲱ ⲛⲁⲩ ⲉⲃⲟⲗ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0012 (CC BY 4.0),gold
"He said to them, 'Don't you understand this parable? How will you understand all of the parables?",ⲁⲩⲱ ⲡⲉϫⲁϥ ⲛⲁⲩ ϫⲉⲛⲧⲉⲧⲛⲥⲟⲟⲩⲛ ⲁⲛ ⲛⲧⲉⲓⲡⲁⲣⲁⲃⲟⲗⲏ . ⲁⲩⲱ ⲡⲱⲥ ⲛⲕⲉⲡⲁⲣⲁⲃⲟⲗⲏ ⲧⲏⲣⲟⲩ ⲧⲉⲧⲛⲁⲥⲟⲩⲱⲛⲟⲩ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0013 (CC BY 4.0),gold
The farmer sows the word.,ⲡⲉⲧϫⲟ ⲉϥϫⲟ ⲙⲡϣⲁϫⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0014 (CC BY 4.0),gold
"The ones by the road are the ones where the word is sown; and when they have heard, immediately Satan comes, and takes away the word which has been sown in them.",ⲛⲁⲓ ⲇⲉ ⲛⲉ ⲉⲧϩⲁⲧⲉⲧⲉϩⲓⲏ ⲙⲡⲙⲁ ⲉϣⲁⲩϫⲉⲡϣⲁϫⲉ ⲛϩⲏⲧϥ . ⲁⲩⲱ ⲉϣⲁⲩⲥⲱⲧⲙ ⲛⲧⲉⲩⲛⲟⲩ ϣⲁϥⲉⲓ ⲛϭⲓⲡⲥⲁⲧⲁⲛⲁⲥ ⲛϥϥⲓⲡϣⲁϫⲉ ⲉⲛⲧⲁⲩϫⲟϥ ⲛϩⲏⲧⲟⲩ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0015 (CC BY 4.0),gold
"These in like manner are those who are sown on the rocky places, who, when they have heard the word, immediately receive it with joy.",ⲁⲩⲱ ⲛⲁⲓ ϩⲱⲟⲩ ⲛⲉⲛⲧⲁⲩϫⲟⲟⲩ ϩⲓϫⲛⲙⲙⲁ ⲙⲡⲉⲧⲣⲁ ⲉϣⲁⲩⲥⲱⲧⲙ ⲉⲡϣⲁϫⲉ ⲛⲧⲉⲩⲛⲟⲩ ϣⲁⲩϫⲓⲧϥ ϩⲛⲟⲩⲣⲁϣⲉ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0016 (CC BY 4.0),gold
"They have no root in themselves, but are short-lived. When oppression or persecution arises because of the word, immediately they stumble.",ⲙⲙⲛⲛⲟⲩⲛⲉ ⲇⲉ ϩⲣⲁⲓ ⲛϩⲏⲧⲟⲩ ⲁⲗⲗⲁ ϩⲉⲛⲡⲣⲟⲥⲟⲩⲟⲉⲓϣ ⲛⲉ ⲉⲣϣⲁⲛⲟⲩⲑⲗⲓⲯⲓⲥ ⲇⲉ ϣⲱⲡⲉ ⲏ ⲟⲩⲇⲓⲱⲅⲙⲟⲥ ⲉⲧⲃⲉⲡϣⲁϫⲉ ⲛⲧⲉⲩⲛⲟⲩ ϣⲁⲩⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0017 (CC BY 4.0),gold
"Others are those who are sown among the thorns. These are those who have heard the word,",ⲁⲩⲱ ϩⲉⲛⲕⲟⲟⲩⲉ ⲛⲉⲛⲧⲁⲩϫⲟⲟⲩ ⲉϩⲣⲁⲓ ⲉⲛϣⲟⲛⲧⲉ ⲉⲧⲉⲛⲁⲓ ⲛⲉ ⲛⲧⲁⲩⲥⲱⲧⲙ ⲉⲡϣⲁϫⲉ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0018 (CC BY 4.0),gold
"and the cares of this age, and the deceitfulness of riches, and the lusts of other things entering in choke the word, and it becomes unfruitful.'",ⲁⲩⲱ ⲡⲣⲟⲟⲩϣ ⲙⲡⲁⲓⲱⲛ ⲛⲙⲧⲁⲡⲁⲧⲏ ⲛⲧⲙⲛⲧⲣⲙⲙⲁⲟ ⲁⲩⲱ ⲛⲕⲉⲉⲡⲓⲑⲩⲙⲓⲁ ⲉⲧⲃⲏⲕ ⲉϩⲟⲩⲛ ⲉⲣⲟⲟⲩ ⲥⲉⲱϭⲧ ⲙⲡϣⲁϫⲉ ⲁⲩⲱ ⲛϥϯⲕⲁⲣⲡⲟⲥ ⲁⲛ ⲉⲃⲟⲗ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0019 (CC BY 4.0),gold
"Those which were sown on the good ground are those who hear the word, and accept it, and bear fruit, some thirty times, some sixty times, and some one hundred times.",ⲁⲩⲱ ⲛⲏ ⲛⲉ ⲛⲧⲁⲩϫⲟⲟⲩ ⲉϫⲙⲡⲕⲁϩ ⲉⲧⲛⲁⲛⲟⲩϥ ⲉⲩⲥⲱⲧⲙ ⲉⲡϣⲁϫⲉ ⲥⲉϣⲱⲡ ⲙⲙⲟϥ ⲉⲣⲟⲟⲩ ⲁⲩⲱ ⲥⲉⲧⲁⲩⲉⲕⲁⲣⲡⲟⲥ ⲉⲃⲟⲗ ϩⲛⲙⲁⲁⲃ ⲁⲩⲱ ϩⲛⲥⲉ ⲁⲩⲱ ϩⲛϣⲉ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0020 (CC BY 4.0),gold
"He said to them, 'Is the lamp brought to be put under a basket or under a bed? Isn't it put on a stand?",ⲡⲉϫⲁϥ ⲇⲉ ⲛⲁⲩ ϫⲉⲙⲏ ⲉⲣⲉⲡϩⲏⲃⲥ ⲛⲁⲉⲓ ϫⲉⲉⲩⲉⲕⲁⲁϥ ϩⲁⲟⲩϣⲓ . ⲏ ϩⲁⲟⲩϭⲗⲟϭ ⲙⲏ ⲛⲉⲩⲛⲁⲕⲁⲁϥ ⲁⲛ ϩⲓϫⲛⲧⲗⲩⲭⲛⲓⲁ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0021 (CC BY 4.0),gold
"For there is nothing hidden, except that it should be made known; neither was anything made secret, but that it should come to light.",ⲙⲙⲛⲡⲉⲧϩⲟⲃⲥ ⲅⲁⲣ ⲉⲛⲥⲉⲛⲁϭⲟⲗⲡϥ ⲁⲛ ⲉⲃⲟⲗ . ⲟⲩⲇⲉ ⲙⲙⲛⲡⲉⲧϩⲏⲡ ⲉⲛϥⲛⲁⲟⲩⲱⲛϩ ⲁⲛ ⲉⲃⲟⲗ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0022 (CC BY 4.0),gold
"If any man has ears to hear, let him hear.'",ⲡⲉⲧⲉⲩⲛⲧϥⲙⲁⲁϫⲉ ⲙⲙⲁⲩ ⲉⲥⲱⲧⲙ ⲙⲁⲣⲉϥⲥⲱⲧⲙ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0023 (CC BY 4.0),gold
"He said to them, 'Take heed what you hear. With whatever measure you measure, it will be measured to you, and more will be given to you who hear.",ⲁⲩⲱ ⲛⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉϯϩⲧⲏⲧⲛ ϫⲉⲟⲩ ⲡⲉⲧⲧⲉⲧⲛⲥⲱⲧⲙ ⲉⲣⲟϥ . ϩⲙⲡϣⲓ ⲉⲧⲉⲧⲛⲁϣⲓ ⲙⲙⲟϥ ⲥⲉⲛⲁϣⲓ ⲛⲏⲧⲛ ⲛϩⲏⲧϥ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0024 (CC BY 4.0),gold
"For whoever has, to him will more be given, and he who doesn't have, even that which he has will be taken away from him.'",ⲡⲉⲧⲉⲩⲛⲧⲁϥ ⲅⲁⲣ ⲥⲉⲛⲁϯ ⲛⲁϥ . ⲁⲩⲱ ⲡⲉⲧⲉⲙⲛⲧⲁϥ ⲁⲩⲱ ⲡⲉⲧⲉⲩⲛⲧⲁϥⲥϥ ⲥⲉⲛⲁϥⲓⲧϥ ⲛⲧⲟⲟⲧϥ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0025 (CC BY 4.0),gold
"He said, 'The Kingdom of God is as if a man should cast seed on the earth,",ⲛⲉϥϫⲱ ⲇⲉ ⲙⲙⲟⲥ ⲛⲁⲩ ϫⲉⲧⲁⲓ ⲧⲉ ⲧϩⲉ ⲛⲧⲙⲛⲧⲣⲣⲟ ⲙⲡⲛⲟⲩⲧⲉ ⲉⲥⲟ ⲛⲧϩⲉ ⲛⲟⲩⲣⲱⲙⲉ ⲉϥϣⲁⲛⲛⲟⲩϫⲉ ⲙⲡⲉϥϭⲣⲟϭ ⲉϩⲣⲁⲓ ⲉⲡⲉϥⲕⲁϩ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0026 (CC BY 4.0),gold
"and should sleep and rise night and day, and the seed should spring up and grow, he doesn't know how.",ⲁⲩⲱ ⲛϥⲛⲕⲟⲧⲕ ⲛϥⲧⲱⲟⲩⲛ ⲛⲧⲉⲩϣⲏ ⲙⲛⲡⲉϩⲟⲟⲩ ϣⲁⲣⲉⲡⲉϭⲣⲟϭ ϯⲟⲩⲱ ⲛϥⲣⲛⲟϭ ⲉⲛϥⲥⲟⲟⲩⲛ ⲁⲛ ⲛⲧⲟϥ ⲛⲧϩⲉ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0027 (CC BY 4.0),gold
"For the earth bears fruit: first the blade, then the ear, then the full grain in the ear.",ⲡⲕⲁϩ ϣⲁϥϯⲟⲩⲱ ⲉϩⲣⲁⲓ ⲙⲁⲩⲁⲁϥ ϣⲟⲣⲡ ⲙⲉⲛ ⲛⲟⲩⲭⲟⲣⲧⲟⲥ ⲙⲛⲛⲥⲱϥ ⲟⲩϩⲙⲥ ⲁⲩⲱ ⲟⲩⲥⲟⲩⲟ ⲉϥⲙⲉϩ ϩⲙⲡϩⲙⲥ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0028 (CC BY 4.0),gold
"But when the fruit is ripe, immediately he puts forth the sickle, because the harvest has come.'",ⲉⲣϣⲁⲛⲡⲕⲁⲣⲡⲟⲥ ⲇⲉ ⲡⲱϩ ⲛⲧⲉⲩⲛⲟⲩ ϣⲁϥⲛⲡⲟϩⲥ ϫⲉⲁⲡⲧⲏ ⲙⲡⲱϩⲥ ϣⲱⲡⲉ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0029 (CC BY 4.0),gold
"He said, 'How will we liken the Kingdom of God? Or with what parable will we illustrate it?",ⲁⲩⲱ ⲛⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲉⲓⲛⲁⲧⲛⲧⲛ ⲧⲙⲛⲧⲣⲣⲟ ⲙⲡⲛⲟⲩⲧⲉ ⲉⲟⲩ . ⲏ ⲉⲛⲛⲁⲕⲁⲁⲥ ⲉϩⲣⲁⲓ ϩⲛⲁϣ ⲙⲡⲁⲣⲁⲃⲟⲗⲏ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0030 (CC BY 4.0),gold
"It's like a grain of mustard seed, which, when it is sown in the earth, though it is less than all the seeds that are on the earth,",ⲉⲛⲛⲁⲕⲁⲁⲥ ⲛⲧϩⲉ ⲛⲟⲩⲃⲗⲃⲓⲗⲉ ⲛϣⲗⲧⲙ ⲉⲩϣⲁⲛϫⲟⲥ ⲉϩⲣⲁⲓ ⲉⲡⲕⲁϩ ⲉⲥⲥⲟⲃⲕ ⲙⲉⲛ ⲉⲛⲉϭⲣⲱϭ ⲧⲏⲣⲟⲩ ⲉⲧϩⲓϫⲙⲡⲕⲁϩ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0031 (CC BY 4.0),gold
"yet when it is sown, grows up, and becomes greater than all the herbs, and puts out great branches, so that the birds of the sky can lodge under its shadow.'",ⲁⲩⲱ ⲉⲩϣⲁⲛϫⲟⲥ ϣⲁⲥⲉⲓ ⲉϩⲣⲁⲓ ⲛⲥϫⲓⲥⲉ ⲉⲛⲟⲩⲟⲟⲧⲉ ⲧⲏⲣⲟⲩ ⲛⲥⲧⲁⲩⲟ ⲉⲃⲟⲗ ⲛϩⲉⲛⲛⲟϭ ⲛⲕⲗⲁⲇⲟⲥ ϩⲱⲥⲧⲉ ⲛⲥⲉϣⲟⲩⲱϩ ϩⲁⲧⲉⲥϩⲁⲉⲓⲃⲉⲥ ⲛϭⲓⲛϩⲁⲗⲁⲧⲉ ⲛⲧⲡⲉ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0032 (CC BY 4.0),gold
"With many such parables he spoke the word to them, as they were able to hear it.",ⲁⲩⲱ ϩⲛⲛⲁⲓⲥⲙⲟⲧ ⲙⲡⲁⲣⲁⲃⲟⲗⲏ ⲧⲏⲣⲟⲩ ⲛⲉϥϫⲱ ⲉⲣⲟⲟⲩ ⲙⲡϣⲁϫⲉ ⲕⲁⲧⲁⲧϩⲉ ⲉⲧⲟⲩⲛⲁϣⲥⲱⲧⲙ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0033 (CC BY 4.0),gold
Without a parable he didn't speak to them; but privately to his own disciples he explained everything.,ⲁϫⲛⲡⲁⲣⲁⲃⲟⲗⲏ ⲇⲉ ⲙⲉϥϣⲁϫⲉ ⲛⲙⲙⲁⲩ ⲛⲥⲁⲩⲥⲁ ⲇⲉ ϣⲁϥⲃⲟⲗⲟⲩ ⲧⲏⲣⲟⲩ ⲉⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0034 (CC BY 4.0),gold
"On that day, when evening had come, he said to them, 'Let's go over to the other side.'",ⲁⲩⲱ ⲡⲉϫⲁϥ ⲛⲁⲩ ϩⲙⲡⲉϩⲟⲟⲩ ⲉⲧⲙⲙⲁⲩ ⲛⲧⲉⲣⲉⲣⲟⲩϩⲉ ϣⲱⲡⲉ ϫⲉⲙⲁⲣⲟⲛ ⲉⲡⲉⲓⲕⲣⲟ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0035 (CC BY 4.0),gold
"Leaving the multitude, they took him with them, even as he was, in the boat. Other small boats were also with him.",ⲁⲩⲕⲁⲡⲙⲏⲏϣⲉ ϭⲉ ⲁⲩⲧⲁⲗⲟϥ ⲉⲡϫⲟⲉⲓ ⲛⲧϩⲉ ⲉⲧϥⲛϩⲏⲧⲥ ⲁϩⲉⲛⲕⲉⲉϫⲏⲩ ⲥϭⲏⲣ ⲛⲙⲙⲁϥ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0036 (CC BY 4.0),gold
"A big wind storm arose, and the waves beat into the boat, so much that the boat was already filled.",ⲁⲩⲱ ⲁⲩⲛⲟϭ ⲛϩⲁⲧⲏⲩ ϣⲱⲡⲉ ⲁⲛϩⲟⲉⲓⲙ ϥⲱϭⲉ ⲉⲡϫⲟⲉⲓ ϩⲱⲥⲧⲉ ⲉⲟⲙⲥϥ .,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0037 (CC BY 4.0),gold
"He himself was in the stern, asleep on the cushion, and they woke him up, and told him, 'Teacher, don't you care that we are dying?'",ⲛⲧⲟϥ ⲇⲉ ⲛⲉϥϩⲓⲡⲁϩⲟⲩ ⲙⲡϫⲟⲉⲓ ⲉϥⲛⲕⲟⲧⲕ ϩⲓϫⲛⲟⲩϣⲟⲧ ⲁⲩⲱ ⲁⲩⲛⲉϩⲥⲉ ⲙⲙⲟϥ ⲉⲩϫⲱ ⲙⲙⲟⲥ ⲛⲁϥ . ϫⲉⲡⲥⲁϩ ⲛⲅⲟ ⲁⲛ ⲡⲉ ⲣⲣⲟⲟⲩϣ ϫⲉⲧⲛⲛⲁⲙⲟⲩ,sahidic,UD_Coptic-Scriptorium/test.conllu#sahidica_mark-Mark_04_s0038 (CC BY 4.0),gold
